L-EF,new intrimationthat me and dylan discoverd is that ant colines could have millions of ants there are diferent typs of ants theres 1 queen ant worker ants which are females and there are drones who are males when a termite whol is attact army ants spry a substance tat the attaker will not like ants like to eat friut and other small things i need to understand if ants are decomposers the reason i am wondering if ants are decomposers is because if a apple starts to rot and they eat it is that considerd decomposing
L-EF,my theory is that rain comes into the mushroom which makes the steam or smoke what this theory cannot explain that mushrooms have no holes i need to understand how it comes to there spores is it moss new information about this from brainpop is that when spores or something does a thing called budding that makes it come off the mushroom not really this makes it in my thinking let the smoke come out when you flick it new information more info i have is that the mushroom is called the puffball mushroom new information as of 12 6 18 they dont spur out steam or smoke new information as of 12 10 the puffball isn't a mushroom it actually is a fungi but isn't a mushroom what new information more the smoke or steam is actualy dust like spores so that means that the smoke is actually spores that look like dust i guess i found the answer to my theory or did i new information i see that they get the spores out from getting impacted like the flick i saw at the albany pinebush i guess that's it here is a picture image kf6 rit albany edu attachments 5b87586745b8a02554df72de 5c0ea49ec0c1561fdba72c41 1 screenshot 20181210 at 12 37 47 pm png c 2018 wikipediaa puffball mushroom
L-EF,new information decomposition works when organic substances break down nonliving more simple organic matter foxes deers etc this process helps ecosystems by turning organic matter into enerygy for other plants to grow in soil fungi bacteria and insects are the ones who do this process they're called decomposers
L-EF,new information fungi like mushrooms midew andtoadtools are not plants they dont have chorophyllso they cant make their own food fungi release enzymes that decompose dead plants and animals
L-EF,new information segmentation can help the earthwormmove each segment or section has muscles and bristles called setae the bristles or setae help anchor and control the wormwhenmoving through soil the bristles hold a section of the wormfirmly into the ground while the other part of the body protrudes forward here's a picture of what i'm trying to explain image kf6 rit albany edu attachments 5b87586745b8a02554df72de 5bcde679e196dc4872d2ce92 1 mating_worms gif
L-EF,new information after what bill said plants are producers and animals that eat plants are herbivores when herbivores eat the plant that plant that has stored energy that goes into an animal willthen the animal have energy as well an animal that eats a herbivore is called a carnivore the energy will go into the carnivore when animals die there is something called decomposers which take the energy from the animal and put it in the soil for new plants to grow there this is called a food web quote from bill nye the science guy food is fuel and energy varsha's add on information
L-EF,putting our knowledge together in each ant family ant hill there is one queen ant the queen ant gives birth to babies when the baby ants are born they are usally white as they grow up they turn black thousands and thousands ofants live in one ant hill like an apartment ants eat sweet fruits and other sweet things there are many different kinds of ants ants live everywhere
L-EF,"table id=""keywordresulttab1"" width=""100%"" tbody tr td colspan=""2"" the biggest plants on the planet trees offer shade and wood we make paper rubber and even medicines from trees we pick fruit and nuts from trees find out how trees help filter air and water discover how trees protect farms and rivers the leaves of deciduous trees change color when they stop making chlorophyll conifers have needles that stay green the seeds of deciduous trees are in the fruit but the seeds of conifers are in cones formed each year tree rings are based on the weather forests are being cut down to make room for farms and factories td tr tr td td tr tbody table"
L-EF,"ants can carry dirt on their back like when they carry food ant hills has lots of rooms like one of the room is where the queen lives and lays eggs if there is no queen ant but there is a ""king ant"" which is not a tig maybe the ""king ant"" leads their ant colonie to another ant colonie where that ant colonie has a queen"
L-EF,bigger animals in the food chain kill smaller animals but smaller animals can kill bigger animals say if there in a pack then they could take down a bigger animal i think fish don’t need air to breath because they have some kind of organe in there body that lets them breath in water and have no need for airscientific methods are ways of making there questions better then they were before science should real step up its game by doing other things the courtyard interactions the courtyard interactions and i have been focusing on is the apple tree changing during each season is the tree dead will it have its leaves again the courtyard has a lot of dying stuff including trees animals and grass and plants scientists are working on a solution so plants don't die in the winter i hope it happens why and how do the animales get in the cortyard stop following me i want to be alone
